employee_number,age,tenure,turnover,hourly_rate,hours_weekly,compensation_type,annual_salary,driving_commuter_distance,job_role_area,gender,marital_status,num_companies_previously_worked,annual_professonal_dev_hrs,pay_check_method,text_message_optin,commute_distance_category
7270,46,17,Yes,33.13,40,Salary,39790.4,87.0,Research,Male,Married,9,11.0,Mailed Check,Yes,"(-0.85, 95.09]"
7271,61,9,No,34.83,40,Salary,72446.4,0.1,Human Resources,Female,Divorced,9,8.0,Mailed Check,Yes,"(-0.85, 95.09]"
7272,42,7,No,41.67,40,Salary,86673.6,71.0,Manufacturing,Female,Divorced,2,23.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7273,37,6,No,58.9,40,Salary,122512.0,22.0,Human Resources,Female,Married,1,8.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7274,50,8,No,87.8,40,Salary,282624.0,17.0,Information Technology,Female,Divorced,5,6.0,Mailed Check,Yes,"(-0.85, 95.09]"
7275,44,10,No,41.0,40,Salary,85280.0,70.0,Information Technology,Male,Married,9,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7276,37,8,Yes,76.46,40,Salary,159036.8,59.0,Laboratory,Male,Divorced,1,7.0,Mailed Check,Yes,"(-0.85, 95.09]"
7277,47,15,Yes,33.84,40,Salary,41267.2,55.0,Information Technology,Male,Single,3,22.0,Mailed Check,Yes,"(-0.85, 95.09]"
7278,36,2,Yes,48.2,40,Salary,100256.0,94.0,Manufacturing,Male,Single,3,11.0,Mailed Check,Yes,"(-0.85, 95.09]"
7279,35,4,No,24.44,40,Salary,50835.2,26.0,Research,Male,Married,5,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7280,47,5,No,88.22,40,Salary,283497.6,0.1,Laboratory,Female,Divorced,1,17.0,Mailed Check,Yes,"(-0.85, 95.09]"
7281,53,20,No,38.78,40,Salary,80662.4,14.0,Research,Female,Single,2,22.0,Mailed Check,Yes,"(-0.85, 95.09]"
7282,43,7,No,36.69,40,Salary,76315.2,42.0,Healthcare,Male,Married,4,16.0,Mailed Check,Yes,"(-0.85, 95.09]"
7283,42,1,No,33.09,40,Salary,68827.2,28.0,Healthcare,Female,Single,1,9.0,Mailed Check,Yes,"(-0.85, 95.09]"
7284,53,8,Yes,84.33,40,Salary,175115.2,40.0,Information Technology,Male,Divorced,6,11.0,Mailed Check,Yes,"(-0.85, 95.09]"
7285,47,15,No,68.08,40,Salary,141606.4,12.0,Sales,Female,Single,1,5.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7286,41,3,Yes,44.55,40,Salary,92664.0,67.0,Information Technology,Female,Married,2,23.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7287,53,11,Yes,57.02,40,Salary,128601.6,65.0,Healthcare,Female,Divorced,4,15.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7288,36,8,No,96.44,40,Salary,200595.2,7.0,Human Resources,Female,Divorced,2,11.0,Mailed Check,Yes,"(-0.85, 95.09]"
7289,36,9,No,91.1,40,Salary,289488.0,0.1,Human Resources,Female,Divorced,4,11.0,Mailed Check,Yes,"(-0.85, 95.09]"
7290,41,8,No,86.58,40,Salary,280086.4,51.0,Sales,Female,Single,1,6.0,Mailed Check,Yes,"(-0.85, 95.09]"
7291,22,1,Yes,17.63,40,Salary,36670.4,42.0,Information Technology,Male,Married,3,12.0,Mailed Check,Yes,"(-0.85, 95.09]"
7292,60,13,No,45.66,40,Salary,94972.8,0.1,Sales,Male,Divorced,6,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7293,56,16,No,80.32,40,Salary,167065.6,68.0,Sales,Female,Divorced,3,23.0,Mailed Check,Yes,"(-0.85, 95.09]"
7294,39,4,Yes,28.78,40,Salary,59862.4,0.1,Research,Female,Married,4,11.0,Mailed Check,Yes,"(-0.85, 95.09]"
7295,56,9,Yes,34.45,40,Salary,71656.0,87.0,Information Technology,Female,Divorced,4,12.0,Mailed Check,Yes,"(-0.85, 95.09]"
7296,53,13,Yes,63.49,40,Salary,132059.2,79.0,Research,Female,Divorced,1,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7297,55,9,No,78.93,40,Salary,164174.4,94.0,Information Technology,Female,Married,5,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7298,26,3,Yes,20.81,40,Salary,43284.8,87.0,Information Technology,Female,Divorced,3,7.0,Mailed Check,Yes,"(-0.85, 95.09]"
7299,40,10,Yes,93.33,40,Salary,333835.2,4.0,Research,Female,Single,4,10.0,Mailed Check,Yes,"(-0.85, 95.09]"
7300,40,2,Yes,25.97,40,Salary,54017.6,0.1,Research,Female,Single,4,10.0,Mailed Check,Yes,"(-0.85, 95.09]"
7301,39,9,No,25.78,40,Salary,53622.4,83.0,Research,Male,Single,2,25.0,Mailed Check,Yes,"(-0.85, 95.09]"
7302,52,17,Yes,66.9,40,Salary,139152.0,2.0,Laboratory,Female,Married,9,19.0,Mailed Check,Yes,"(-0.85, 95.09]"
7303,37,8,Yes,31.55,40,Salary,65624.0,87.0,Healthcare,Male,Divorced,6,20.0,Mailed Check,Yes,"(-0.85, 95.09]"
7304,33,2,Yes,30.11,40,Salary,62628.8,32.0,Sales,Female,Married,6,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7305,47,10,No,62.96,40,Salary,130956.8,86.0,Information Technology,Female,Married,4,24.0,Mailed Check,Yes,"(-0.85, 95.09]"
7306,59,9,No,42.42,40,Salary,88233.6,63.0,Research,Male,Married,1,19.0,Mailed Check,Yes,"(-0.85, 95.09]"
7307,53,6,Yes,69.38,40,Salary,144310.4,0.1,Information Technology,Male,Divorced,1,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7308,51,7,Yes,70.51,40,Salary,146660.8,15.0,Healthcare,Female,Single,9,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7309,42,10,Yes,37.77,40,Salary,78561.6,0.1,Sales,Male,Divorced,9,10.0,Mailed Check,Yes,"(-0.85, 95.09]"
7310,61,12,No,76.0,40,Salary,158080.0,88.0,Sales,Female,Divorced,5,18.0,Mailed Check,Yes,"(-0.85, 95.09]"
7311,42,5,No,36.24,40,Salary,75379.2,38.0,Manufacturing,Male,Divorced,3,21.0,Mailed Check,Yes,"(-0.85, 95.09]"
7312,38,8,No,72.97,40,Salary,151777.6,17.0,Healthcare,Male,Married,1,12.0,Mailed Check,Yes,"(-0.85, 95.09]"
7313,42,4,No,78.34,40,Salary,162947.2,27.0,Information Technology,Male,Divorced,4,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7314,60,17,No,42.62,40,Salary,88649.6,82.0,Sales,Male,Divorced,5,5.0,Mailed Check,Yes,"(-0.85, 95.09]"
7315,56,7,No,78.75,40,Salary,163800.0,53.0,Healthcare,Male,Divorced,5,21.0,Mailed Check,Yes,"(-0.85, 95.09]"
7316,36,6,Yes,48.92,40,Salary,101753.6,45.0,Sales,Female,Married,1,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7317,55,8,Yes,34.16,40,Salary,71052.8,84.0,Manufacturing,Female,Married,2,11.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7318,60,18,No,90.49,40,Salary,288233.2,17.0,Research,Male,Divorced,7,13.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7319,25,3,No,20.16,40,Salary,43332.8,56.0,Manufacturing,Male,Single,3,19.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7320,47,17,No,97.63,40,Salary,203070.4,24.0,Laboratory,Male,Single,7,6.0,Mailed Check,No,"(-0.85, 95.09]"
7321,44,20,No,49.25,40,Salary,102440.0,74.0,Information Technology,Female,Single,1,22.0,Mailed Check,Yes,"(-0.85, 95.09]"
7322,59,18,Yes,96.24,40,Salary,200179.2,26.0,Laboratory,Male,Divorced,3,13.0,Mailed Check,Yes,"(-0.85, 95.09]"
7323,51,18,Yes,69.47,40,Salary,144497.6,40.0,Human Resources,Female,Married,2,12.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7324,31,1,No,23.3,40,Salary,48464.0,27.0,Research,Female,Single,2,11.0,Mailed Check,Yes,"(-0.85, 95.09]"
7325,46,10,No,95.59,40,Salary,338827.2,96.0,Sales,Female,Divorced,2,5.0,Direct Deposit,Yes,"(95.09, 190.08]"
7326,46,19,Yes,59.21,40,Salary,123156.8,60.0,Manufacturing,Female,Single,9,23.0,Mailed Check,Yes,"(-0.85, 95.09]"
7327,32,1,No,23.65,40,Salary,49332.0,56.0,Information Technology,Male,Married,2,9.0,Mailed Check,Yes,"(-0.85, 95.09]"
7328,27,6,Yes,20.26,40,Salary,42140.8,21.0,Healthcare,Male,Divorced,1,16.0,Mailed Check,Yes,"(-0.85, 95.09]"
7329,34,7,No,26.04,40,Salary,54163.2,43.0,Sales,Female,Single,2,22.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7330,47,7,No,31.89,40,Salary,66331.2,36.0,Healthcare,Male,Divorced,4,12.0,Mailed Check,Yes,"(-0.85, 95.09]"
7331,31,5,Yes,26.98,40,Salary,56128.4,86.0,Human Resources,Female,Divorced,2,22.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7332,42,2,No,59.06,40,Salary,122844.8,64.0,Information Technology,Female,Single,8,17.0,Mailed Check,Yes,"(-0.85, 95.09]"
7333,45,13,No,84.57,40,Salary,175905.6,56.0,Research,Male,Divorced,4,19.0,Mailed Check,Yes,"(-0.85, 95.09]"
7334,21,1,Yes,22.01,40,Salary,4780.8,61.0,Research,Female,Married,2,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7335,39,4,Yes,65.82,40,Salary,136905.6,27.0,Sales,Female,Single,7,10.0,Mailed Check,Yes,"(-0.85, 95.09]"
7336,44,20,Yes,46.82,40,Salary,97385.6,0.1,Human Resources,Female,Married,5,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7337,41,7,No,33.65,40,Salary,69992.0,50.0,Information Technology,Female,Divorced,7,21.0,Mailed Check,Yes,"(-0.85, 95.09]"
7338,47,15,No,47.35,40,Salary,98488.0,53.0,Research,Female,Married,7,24.0,Mailed Check,Yes,"(-0.85, 95.09]"
7339,47,8,No,91.46,40,Salary,330236.8,43.0,Sales,Female,Divorced,4,9.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7340,58,8,Yes,78.47,40,Salary,163217.6,49.0,Manufacturing,Female,Divorced,4,7.0,Mailed Check,Yes,"(-0.85, 95.09]"
7341,57,5,No,36.2,40,Salary,75296.0,96.0,Information Technology,Male,Married,1,21.0,Mailed Check,Yes,"(95.09, 190.08]"
7342,35,9,Yes,27.98,40,Salary,58338.4,53.0,Research,Male,Single,2,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7343,58,16,No,61.23,40,Salary,127358.4,13.0,Marketing,Female,Married,4,6.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7344,36,3,No,78.33,40,Salary,162926.4,99.0,Sales,Female,Divorced,4,15.0,Direct Deposit,Yes,"(95.09, 190.08]"
7345,41,10,No,91.3,40,Salary,289904.0,57.0,Manufacturing,Male,Married,4,9.0,Mailed Check,Yes,"(-0.85, 95.09]"
7346,37,10,No,90.34,40,Salary,287907.2,53.0,Marketing,Male,Single,1,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7347,30,7,No,24.6,40,Salary,51168.0,86.0,Research,Female,Married,3,19.0,Mailed Check,Yes,"(-0.85, 95.09]"
7348,48,5,No,37.63,40,Salary,78270.4,25.0,Sales,Female,Divorced,7,14.0,Mailed Check,Yes,"(-0.85, 95.09]"
7349,59,11,No,74.61,40,Salary,155288.8,23.0,Human Resources,Female,Single,2,6.0,Mailed Check,Yes,"(-0.85, 95.09]"
7350,57,14,Yes,89.74,40,Salary,286659.2,49.0,Healthcare,Male,Divorced,4,17.0,Mailed Check,Yes,"(-0.85, 95.09]"
7351,32,8,Yes,23.96,40,Salary,49836.8,4.0,Sales,Male,Single,1,6.0,Mailed Check,Yes,"(-0.85, 95.09]"
7352,41,7,Yes,33.56,40,Salary,40684.8,51.0,Healthcare,Male,Married,4,25.0,Mailed Check,Yes,"(-0.85, 95.09]"
7353,42,4,No,63.55,40,Salary,132284.0,71.0,Healthcare,Male,Divorced,9,19.0,Mailed Check,Yes,"(-0.85, 95.09]"
7354,36,1,No,68.07,40,Salary,141585.6,54.0,Laboratory,Female,Divorced,1,12.0,Mailed Check,Yes,"(-0.85, 95.09]"
7355,56,5,No,55.9,40,Salary,116272.0,0.1,Sales,Male,Married,7,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7356,51,11,Yes,35.86,40,Salary,74588.8,21.0,Healthcare,Male,Single,6,22.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7357,40,5,Yes,30.45,40,Salary,63336.0,60.0,Information Technology,Male,Married,1,12.0,Mailed Check,Yes,"(-0.85, 95.09]"
7358,60,14,No,35.27,40,Salary,73361.6,31.0,Sales,Male,Single,4,25.0,Mailed Check,Yes,"(-0.85, 95.09]"
7359,40,6,Yes,54.73,40,Salary,113838.4,57.0,Information Technology,Female,Single,4,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7360,39,1,Yes,35.67,40,Salary,74333.6,76.0,Research,Male,Divorced,5,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7361,46,6,No,37.45,40,Salary,77896.0,8.0,Sales,Female,Married,8,24.0,Mailed Check,Yes,"(-0.85, 95.09]"
7362,35,8,No,30.51,40,Salary,63460.8,78.0,Manufacturing,Male,Single,1,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7363,43,12,No,91.89,40,Salary,331131.2,0.1,Sales,Male,Married,3,18.0,Mailed Check,Yes,"(-0.85, 95.09]"
7364,26,3,No,21.43,40,Salary,44574.4,0.1,Marketing,Male,Married,1,5.0,Mailed Check,Yes,"(-0.85, 95.09]"
7365,37,6,No,94.01,40,Salary,335540.8,49.0,Human Resources,Female,Married,2,16.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7366,32,4,No,25.85,40,Salary,53768.0,13.0,Human Resources,Male,Married,1,16.0,Mailed Check,Yes,"(-0.85, 95.09]"
7367,37,9,Yes,26.42,40,Salary,54953.6,8.0,Sales,Female,Divorced,5,11.0,Mailed Check,Yes,"(-0.85, 95.09]"
7368,54,6,No,61.65,40,Salary,128232.0,0.1,Sales,Female,Married,7,6.0,Mailed Check,Yes,"(-0.85, 95.09]"
7369,53,15,No,84.67,40,Salary,176113.6,90.0,Information Technology,Female,Married,4,12.0,Mailed Check,Yes,"(-0.85, 95.09]"
7370,53,18,No,33.3,40,Salary,69264.0,0.1,Healthcare,Female,Married,9,25.0,Mailed Check,Yes,"(-0.85, 95.09]"
7371,43,16,No,58.0,40,Salary,120640.0,0.1,Marketing,Male,Single,2,16.0,Mailed Check,Yes,"(-0.85, 95.09]"
7372,51,9,Yes,49.25,40,Salary,102440.0,79.0,Manufacturing,Male,Married,4,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7373,58,16,No,67.14,40,Salary,139651.2,62.0,Manufacturing,Female,Divorced,2,16.0,Mailed Check,Yes,"(-0.85, 95.09]"
7374,42,10,Yes,61.1,40,Salary,127088.0,30.0,Healthcare,Male,Single,8,18.0,Mailed Check,Yes,"(-0.85, 95.09]"
7375,61,10,No,71.54,40,Salary,148803.2,22.0,Information Technology,Female,Divorced,1,11.0,Mailed Check,Yes,"(-0.85, 95.09]"
7376,26,3,No,21.48,40,Salary,44678.4,47.0,Research,Male,Divorced,3,11.0,Mailed Check,Yes,"(-0.85, 95.09]"
7377,45,18,Yes,31.34,40,Salary,65287.2,44.0,Information Technology,Female,Single,9,25.0,Mailed Check,Yes,"(-0.85, 95.09]"
7378,61,10,Yes,64.04,40,Salary,133203.2,93.0,Research,Female,Single,2,16.0,Mailed Check,Yes,"(-0.85, 95.09]"
7379,61,18,Yes,91.2,40,Salary,289696.0,84.0,Research,Female,Married,4,21.0,Mailed Check,Yes,"(-0.85, 95.09]"
7380,40,5,No,29.42,40,Salary,64576.0,76.0,Laboratory,Male,Married,3,6.0,Mailed Check,Yes,"(-0.85, 95.09]"
7381,58,6,Yes,72.02,40,Salary,149801.6,63.0,Research,Male,Divorced,4,8.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7382,41,4,Yes,70.3,40,Salary,146224.0,53.0,Manufacturing,Female,Single,4,21.0,Mailed Check,Yes,"(-0.85, 95.09]"
7383,59,10,No,59.41,40,Salary,123572.8,0.1,Sales,Male,Divorced,7,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7384,33,6,No,27.87,40,Salary,57969.6,99.0,Laboratory,Male,Divorced,2,15.0,Mailed Check,Yes,"(95.09, 190.08]"
7385,23,1,Yes,20.82,40,Salary,43305.6,27.0,Sales,Female,Single,3,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7386,44,15,No,74.55,40,Salary,155064.0,28.0,Manufacturing,Female,Married,6,18.0,Mailed Check,Yes,"(-0.85, 95.09]"
7387,42,1,Yes,46.21,40,Salary,96116.8,42.0,Marketing,Female,Married,2,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7388,48,8,Yes,73.84,40,Salary,153587.2,52.0,Human Resources,Female,Married,4,18.0,Mailed Check,Yes,"(-0.85, 95.09]"
7389,31,7,No,24.25,40,Salary,50440.0,30.0,Human Resources,Male,Divorced,1,10.0,Mailed Check,Yes,"(-0.85, 95.09]"
7390,52,19,Yes,75.2,40,Salary,156416.0,41.0,Information Technology,Female,Married,5,20.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7391,43,20,No,93.87,40,Salary,335249.6,0.1,Research,Male,Married,5,11.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7392,57,17,No,71.46,40,Salary,148636.8,20.0,Manufacturing,Female,Single,2,25.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7393,38,3,No,26.33,40,Salary,54475.2,0.1,Sales,Female,Married,2,14.0,Mailed Check,Yes,"(-0.85, 95.09]"
7394,40,7,No,32.39,40,Salary,67371.2,49.0,Laboratory,Male,Married,5,11.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7395,46,18,No,33.07,40,Salary,68785.6,33.0,Manufacturing,Female,Divorced,9,17.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7396,35,9,Yes,24.36,40,Salary,50668.8,97.0,Human Resources,Male,Single,5,20.0,Direct Deposit,Yes,"(95.09, 190.08]"
7397,31,3,No,28.16,40,Salary,58572.8,14.0,Research,Female,Divorced,2,15.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7398,43,10,No,62.78,40,Salary,130582.4,93.0,Healthcare,Female,Single,4,25.0,Mailed Check,Yes,"(-0.85, 95.09]"
7399,56,19,No,52.58,40,Salary,109366.4,10.0,Research,Male,Divorced,9,14.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7400,45,11,Yes,56.03,40,Salary,116542.4,86.0,Manufacturing,Male,Divorced,4,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7401,53,12,No,68.52,40,Salary,142521.6,94.0,Marketing,Female,Single,6,14.0,Mailed Check,Yes,"(-0.85, 95.09]"
7402,54,19,No,89.34,40,Salary,285827.2,98.0,Research,Male,Married,5,22.0,Mailed Check,Yes,"(95.09, 190.08]"
7403,39,10,No,27.57,40,Salary,57345.6,8.0,Marketing,Male,Divorced,3,19.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7404,56,14,Yes,79.1,40,Salary,164528.0,11.0,Healthcare,Female,Divorced,4,19.0,Mailed Check,Yes,"(-0.85, 95.09]"
7405,30,8,Yes,27.38,40,Salary,56950.4,64.0,Healthcare,Male,Single,3,13.0,Mailed Check,Yes,"(-0.85, 95.09]"
7406,55,15,No,42.41,40,Salary,88212.8,33.0,Sales,Male,Divorced,5,5.0,Mailed Check,Yes,"(-0.85, 95.09]"
7407,35,10,Yes,26.42,40,Salary,54953.6,4.0,Human Resources,Female,Single,1,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7408,58,11,Yes,32.52,40,Salary,67641.6,38.0,Sales,Female,Divorced,5,14.0,Mailed Check,Yes,"(-0.85, 95.09]"
7409,39,1,Yes,44.39,40,Salary,92331.2,26.0,Sales,Female,Married,7,10.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7410,58,9,No,41.93,40,Salary,87214.4,12.0,Information Technology,Male,Divorced,6,22.0,Mailed Check,Yes,"(-0.85, 95.09]"
7411,45,8,Yes,35.59,40,Salary,74027.2,0.1,Research,Female,Divorced,4,13.0,Mailed Check,Yes,"(-0.85, 95.09]"
7412,55,7,Yes,71.28,40,Salary,148262.4,56.0,Manufacturing,Female,Divorced,5,23.0,Mailed Check,Yes,"(-0.85, 95.09]"
7413,26,3,No,21.41,40,Salary,3532.8,42.0,Research,Male,Single,1,23.0,Mailed Check,Yes,"(-0.85, 95.09]"
7414,41,7,No,41.71,40,Salary,86756.8,79.0,Sales,Male,Divorced,5,8.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7415,59,10,Yes,61.2,40,Salary,127296.0,35.0,Healthcare,Male,Single,7,6.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7416,60,10,No,31.21,40,Salary,64916.8,77.0,Research,Female,Single,3,12.0,Mailed Check,Yes,"(-0.85, 95.09]"
7417,49,20,Yes,34.05,40,Salary,70824.0,65.0,Healthcare,Male,Single,8,23.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7418,58,5,No,57.54,40,Salary,133683.2,0.1,Sales,Male,Single,3,14.0,Mailed Check,Yes,"(-0.85, 95.09]"
7419,22,1,No,21.12,40,Salary,43929.6,58.0,Healthcare,Male,Married,3,25.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7420,45,17,No,95.24,40,Salary,338099.2,9.0,Manufacturing,Male,Divorced,4,13.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7421,51,11,No,46.42,40,Salary,96553.6,63.0,Laboratory,Male,Divorced,5,9.0,Mailed Check,Yes,"(-0.85, 95.09]"
7422,49,5,No,74.29,40,Salary,154523.2,14.0,Manufacturing,Male,Divorced,6,14.0,Mailed Check,Yes,"(-0.85, 95.09]"
7423,40,6,No,26.39,40,Salary,54891.2,71.0,Research,Male,Married,9,25.0,Mailed Check,Yes,"(-0.85, 95.09]"
7424,40,9,No,84.2,40,Salary,175136.0,79.0,Laboratory,Female,Single,5,20.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7425,43,17,No,32.78,40,Salary,68282.4,0.1,Information Technology,Male,Single,4,14.0,Mailed Check,Yes,"(-0.85, 95.09]"
7426,56,10,No,39.01,40,Salary,81140.8,30.0,Information Technology,Male,Single,4,23.0,Mailed Check,Yes,"(-0.85, 95.09]"
7427,36,9,Yes,46.73,40,Salary,97338.4,0.1,Sales,Male,Married,6,15.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7428,51,5,No,49.34,40,Salary,102627.2,13.0,Manufacturing,Female,Single,5,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7429,41,10,No,94.96,40,Salary,337516.8,52.0,Research,Female,Married,6,23.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7430,51,17,Yes,74.54,40,Salary,155043.2,24.0,Healthcare,Male,Married,8,22.0,Mailed Check,Yes,"(-0.85, 95.09]"
7431,43,16,No,78.64,40,Salary,163571.2,98.0,Marketing,Female,Divorced,6,8.0,Mailed Check,Yes,"(95.09, 190.08]"
7432,36,8,No,30.24,40,Salary,62899.2,26.0,Sales,Male,Divorced,6,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7433,52,14,Yes,92.49,40,Salary,332379.2,0.1,Laboratory,Female,Divorced,7,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7434,35,9,Yes,23.63,40,Salary,49150.4,47.0,Research,Male,Married,4,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7435,28,2,Yes,25.1,40,Salary,52208.0,97.0,Human Resources,Male,Divorced,1,9.0,Direct Deposit,Yes,"(95.09, 190.08]"
7436,38,2,Yes,28.55,40,Salary,59384.0,76.0,Research,Female,Single,5,11.0,Mailed Check,Yes,"(-0.85, 95.09]"
7437,42,4,Yes,77.04,40,Salary,160243.2,52.0,Marketing,Female,Single,1,24.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7438,47,16,No,35.58,40,Salary,74006.4,38.0,Sales,Female,Divorced,1,21.0,Mailed Check,Yes,"(-0.85, 95.09]"
7439,49,7,Yes,81.68,40,Salary,169894.4,0.1,Information Technology,Female,Single,1,21.0,Mailed Check,Yes,"(-0.85, 95.09]"
7440,29,1,No,25.39,40,Salary,52811.2,78.0,Laboratory,Female,Divorced,2,25.0,Mailed Check,Yes,"(-0.85, 95.09]"
7441,35,4,No,24.01,40,Salary,49940.8,39.0,Marketing,Female,Married,5,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7442,51,17,Yes,61.4,40,Salary,127712.0,38.0,Laboratory,Female,Married,2,18.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7443,34,6,Yes,26.1,40,Salary,54288.0,86.0,Research,Male,Single,2,24.0,Mailed Check,Yes,"(-0.85, 95.09]"
7444,32,7,Yes,26.28,40,Salary,54662.4,67.0,Sales,Female,Single,2,23.0,Mailed Check,Yes,"(-0.85, 95.09]"
7445,22,1,No,21.44,40,Salary,44595.2,38.0,Laboratory,Male,Married,1,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7446,60,13,No,87.97,40,Salary,282977.6,7.0,Research,Female,Divorced,9,23.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7447,37,9,Yes,26.84,40,Salary,55827.2,0.1,Sales,Male,Married,2,6.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7448,52,20,No,41.79,40,Salary,86923.2,64.0,Healthcare,Female,Divorced,3,24.0,Mailed Check,Yes,"(-0.85, 95.09]"
7449,60,17,No,71.15,40,Salary,147992.0,94.0,Research,Male,Single,1,22.0,Mailed Check,Yes,"(-0.85, 95.09]"
7450,44,19,No,78.62,40,Salary,163529.6,48.0,Sales,Female,Single,3,15.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7451,57,9,Yes,33.69,40,Salary,70075.2,0.1,Research,Male,Single,9,6.0,Mailed Check,Yes,"(-0.85, 95.09]"
7452,51,6,No,81.51,40,Salary,169540.8,34.0,Human Resources,Female,Divorced,4,17.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7453,40,4,No,30.82,40,Salary,64105.6,66.0,Sales,Female,Married,9,10.0,Mailed Check,Yes,"(-0.85, 95.09]"
7454,53,12,Yes,80.2,40,Salary,166816.0,83.0,Sales,Female,Married,2,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7455,45,12,No,73.75,40,Salary,153400.0,75.0,Research,Female,Single,4,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
7456,38,10,No,28.35,40,Salary,58968.0,7.0,Human Resources,Female,Single,6,24.0,Direct Deposit,Yes,"(-0.85, 95.09]"
7457,36,4,No,74.99,40,Salary,155979.2,98.0,Marketing,Female,Divorced,4,15.0,Mailed Check,Yes,"(95.09, 190.08]"
7458,21,1,Yes,21.04,40,Salary,43763.2,15.0,Healthcare,Male,Single,3,21.0,Mailed Check,Yes,"(-0.85, 95.09]"
7459,34,8,Yes,29.61,40,Salary,61588.8,0.1,Research,Female,Married,3,13.0,Mailed Check,Yes,"(-0.85, 95.09]"
7460,45,9,No,94.11,40,Salary,335748.8,12.0,Research,Female,Divorced,7,19.0,Mailed Check,Yes,"(-0.85, 95.09]"
7461,30,5,Yes,29.55,40,Salary,61464.0,43.0,Manufacturing,Female,Divorced,3,11.0,Mailed Check,Yes,"(-0.85, 95.09]"
7462,43,17,No,48.04,40,Salary,99923.2,42.0,Manufacturing,Male,Married,7,5.0,Mailed Check,Yes,"(-0.85, 95.09]"
